@relation R_data_frame

@attribute COLORC {DOJI,DOWN,UP}
@attribute MTREND_130 {DOWN,UP}
@attribute MTREND_20 {DOWN,UP}
@attribute D numeric
@attribute TH numeric
@attribute TM numeric
@attribute TYPEWIN_5M string
@attribute WINCALL_5M numeric
@attribute TYPEWIN_15M string
@attribute WINCALL_15M numeric

@data
DOWN,UP,UP,6,2,38,WINCALL,1,WINPUT,0
UP,DOWN,DOWN,6,2,39,WINCALL,1,WINPUT,0
UP,UP,UP,6,2,40,WINPUT,0,WINPUT,0
DOWN,UP,UP,6,2,41,WINCALL,1,WINCALL,1
UP,DOWN,DOWN,6,2,42,WINPUT,0,WINCALL,1
DOWN,UP,UP,6,2,43,WINPUT,0,WINCALL,1
UP,UP,DOWN,6,2,44,WINPUT,0,WINPUT,0
DOJI,UP,UP,6,2,45,WINPUT,0,WINPUT,0
UP,UP,UP,6,2,46,WINPUT,0,WINCALL,1
DOWN,DOWN,DOWN,6,2,47,TIE,0,WINCALL,1
DOWN,UP,DOWN,6,2,48,WINPUT,0,WINCALL,1
UP,DOWN,DOWN,6,2,49,WINCALL,1,WINCALL,1
UP,DOWN,DOWN,6,2,50,WINPUT,0,WINCALL,1
DOWN,UP,UP,6,2,51,WINCALL,1,WINCALL,1
UP,DOWN,DOWN,6,2,52,WINCALL,1,TIE,0
DOWN,DOWN,DOWN,6,2,53,WINCALL,1,WINCALL,1
UP,DOWN,DOWN,6,2,54,WINCALL,1,WINPUT,0
DOWN,UP,UP,6,2,55,WINCALL,1,WINCALL,1
UP,DOWN,DOWN,6,2,56,WINCALL,1,WINPUT,0
UP,UP,UP,6,2,57,WINPUT,0,WINPUT,0
UP,UP,UP,6,2,58,WINPUT,0,WINPUT,0
DOWN,UP,UP,6,2,59,WINCALL,1,WINPUT,0
DOWN,UP,UP,6,3,0,WINPUT,0,WINPUT,0
UP,UP,UP,6,3,1,WINPUT,0,WINPUT,0
DOWN,UP,UP,6,3,2,WINPUT,0,WINCALL,1
UP,UP,UP,6,3,3,WINPUT,0,WINPUT,0
UP,UP,UP,6,3,4,WINCALL,1,WINPUT,0
UP,DOWN,DOWN,6,3,5,WINPUT,0,WINPUT,0
DOWN,UP,DOWN,6,3,6,WINPUT,0,WINPUT,0
DOWN,UP,UP,6,3,7,WINPUT,0,WINPUT,0
DOWN,DOWN,DOWN,6,3,8,WINPUT,0,WINCALL,1
DOJI,DOWN,DOWN,6,3,9,WINPUT,0,WINCALL,1
UP,DOWN,DOWN,6,3,10,WINCALL,1,WINCALL,1
DOWN,DOWN,DOWN,6,3,11,WINPUT,0,WINCALL,1
UP,DOWN,DOWN,6,3,12,WINCALL,1,WINCALL,1
DOWN,DOWN,DOWN,6,3,13,TIE,0,WINCALL,1
DOWN,DOWN,DOWN,6,3,14,WINCALL,1,WINCALL,1
UP,DOWN,DOWN,6,3,15,WINPUT,0,WINCALL,1
DOWN,UP,UP,6,3,16,WINPUT,0,WINCALL,1
UP,DOWN,DOWN,6,3,17,WINPUT,0,WINPUT,0
DOWN,UP,UP,6,3,18,WINPUT,0,WINPUT,0
DOWN,UP,UP,6,3,19,WINCALL,1,WINPUT,0
DOWN,DOWN,DOWN,6,3,20,WINCALL,1,WINCALL,1
DOWN,DOWN,DOWN,6,3,21,WINCALL,1,WINPUT,0
DOWN,DOWN,UP,6,3,22,WINCALL,1,WINPUT,0
DOWN,DOWN,UP,6,3,23,WINPUT,0,WINPUT,0
UP,DOWN,UP,6,3,24,WINCALL,1,WINPUT,0
UP,DOWN,DOWN,6,3,25,WINCALL,1,WINCALL,1
UP,DOWN,DOWN,6,3,26,WINPUT,0,WINPUT,0
DOWN,UP,UP,6,3,27,WINPUT,0,WINPUT,0
DOWN,DOWN,UP,6,3,28,TIE,0,WINPUT,0
DOJI,UP,UP,6,3,29,WINPUT,0,WINPUT,0
UP,DOWN,UP,6,3,30,WINPUT,0,WINPUT,0
UP,DOWN,DOWN,6,3,31,WINPUT,0,WINPUT,0
DOWN,UP,UP,6,3,32,WINCALL,1,WINPUT,0
UP,DOWN,DOWN,6,3,33,WINPUT,0,WINPUT,0
DOWN,DOWN,DOWN,6,3,34,WINPUT,0,WINPUT,0
UP,DOWN,DOWN,6,3,35,WINPUT,0,WINPUT,0
DOWN,DOWN,DOWN,6,3,36,WINCALL,1,TIE,0
UP,DOWN,DOWN,6,3,37,WINPUT,0,WINPUT,0
DOWN,DOWN,DOWN,6,3,38,WINPUT,0,WINPUT,0
DOWN,DOWN,UP,6,3,39,WINPUT,0,WINPUT,0
DOWN,DOWN,DOWN,6,3,40,WINPUT,0,WINPUT,0
DOJI,DOWN,UP,6,3,41,WINPUT,0,TIE,0
DOWN,DOWN,DOWN,6,3,42,WINPUT,0,WINPUT,0
UP,DOWN,DOWN,6,3,43,WINPUT,0,WINCALL,1
UP,DOWN,DOWN,6,3,44,WINPUT,0,WINPUT,0
DOWN,DOWN,DOWN,6,3,45,WINCALL,1,WINPUT,0
UP,DOWN,DOWN,6,3,46,WINCALL,1,WINCALL,1
DOWN,DOWN,DOWN,6,3,47,WINCALL,1,WINPUT,0
UP,DOWN,DOWN,6,3,48,WINCALL,1,WINPUT,0
DOWN,DOWN,DOWN,6,3,49,WINPUT,0,WINPUT,0
UP,DOWN,DOWN,6,3,50,WINPUT,0,WINPUT,0
UP,DOWN,DOWN,6,3,51,WINCALL,1,WINPUT,0
UP,DOWN,DOWN,6,3,52,WINPUT,0,WINPUT,0
UP,DOWN,DOWN,6,3,53,TIE,0,WINPUT,0
DOWN,DOWN,DOWN,6,3,54,WINPUT,0,WINPUT,0
DOWN,DOWN,UP,6,3,55,WINPUT,0,WINPUT,0
UP,DOWN,DOWN,6,3,56,TIE,0,WINPUT,0
DOWN,DOWN,DOWN,6,3,57,WINPUT,0,WINCALL,1
UP,DOWN,DOWN,6,3,58,TIE,0,WINPUT,0
DOWN,DOWN,DOWN,6,3,59,WINPUT,0,WINPUT,0
DOWN,DOWN,DOWN,6,4,0,WINCALL,1,WINCALL,1
UP,DOWN,DOWN,6,4,1,WINPUT,0,WINCALL,1
DOWN,DOWN,DOWN,6,4,2,WINCALL,1,WINCALL,1
UP,DOWN,DOWN,6,4,3,WINCALL,1,WINCALL,1
DOWN,DOWN,DOWN,6,4,4,WINPUT,0,WINPUT,0
DOWN,DOWN,UP,6,4,5,WINPUT,0,WINCALL,1
DOWN,DOWN,DOWN,6,4,6,WINCALL,1,WINCALL,1
UP,DOWN,DOWN,6,4,7,WINCALL,1,WINCALL,1
UP,DOWN,DOWN,6,4,8,WINPUT,0,WINCALL,1
DOJI,DOWN,DOWN,6,4,9,WINCALL,1,WINPUT,0
DOWN,DOWN,UP,6,4,10,WINCALL,1,WINCALL,1
DOWN,DOWN,UP,6,4,11,WINCALL,1,WINCALL,1
UP,DOWN,DOWN,6,4,12,WINCALL,1,WINCALL,1
UP,DOWN,DOWN,6,4,13,WINCALL,1,WINCALL,1
UP,DOWN,UP,6,4,14,WINPUT,0,WINPUT,0
DOWN,DOWN,UP,6,4,15,WINCALL,1,WINCALL,1
UP,DOWN,UP,6,4,16,WINPUT,0,WINPUT,0
DOWN,DOWN,UP,6,4,17,WINPUT,0,WINPUT,0
DOJI,DOWN,UP,6,4,18,WINCALL,1,WINPUT,0
DOWN,DOWN,DOWN,6,4,19,WINPUT,0,WINCALL,1
UP,DOWN,UP,6,4,20,WINCALL,1,WINPUT,0
DOWN,DOWN,UP,6,4,21,WINPUT,0,WINPUT,0
DOWN,DOWN,DOWN,6,4,22,WINCALL,1,WINPUT,0
UP,DOWN,DOWN,6,4,23,WINCALL,1,WINCALL,1
DOWN,DOWN,DOWN,6,4,24,WINCALL,1,WINCALL,1
UP,DOWN,DOWN,6,4,25,WINCALL,1,WINPUT,0
DOWN,DOWN,DOWN,6,4,26,WINPUT,0,WINPUT,0
UP,DOWN,UP,6,4,27,WINPUT,0,WINPUT,0
UP,DOWN,UP,6,4,28,WINPUT,0,WINPUT,0
DOJI,DOWN,UP,6,4,29,WINCALL,1,WINPUT,0
UP,DOWN,DOWN,6,4,30,WINPUT,0,WINPUT,0
DOWN,UP,UP,6,4,31,WINPUT,0,WINPUT,0
UP,DOWN,DOWN,6,4,32,WINPUT,0,WINPUT,0
DOWN,DOWN,DOWN,6,4,33,WINCALL,1,WINPUT,0
UP,DOWN,DOWN,6,4,34,WINCALL,1,WINCALL,1
UP,DOWN,DOWN,6,4,35,WINPUT,0,WINPUT,0
DOWN,DOWN,DOWN,6,4,36,WINPUT,0,WINPUT,0
DOWN,DOWN,DOWN,6,4,37,WINPUT,0,WINPUT,0
UP,DOWN,UP,6,4,38,WINPUT,0,WINPUT,0
DOWN,UP,UP,6,4,39,WINPUT,0,WINPUT,0
DOWN,UP,UP,6,4,40,WINPUT,0,WINPUT,0
DOWN,DOWN,DOWN,6,4,41,WINPUT,0,WINPUT,0
DOWN,DOWN,DOWN,6,4,42,WINPUT,0,WINCALL,1
DOWN,DOWN,DOWN,6,4,43,TIE,0,WINCALL,1
UP,DOWN,DOWN,6,4,44,WINCALL,1,WINPUT,0
DOWN,DOWN,DOWN,6,4,45,TIE,0,WINCALL,1
DOWN,DOWN,DOWN,6,4,46,WINPUT,0,WINCALL,1
DOWN,DOWN,DOWN,6,4,47,WINCALL,1,WINPUT,0
UP,DOWN,DOWN,6,4,48,WINPUT,0,WINCALL,1
UP,DOWN,DOWN,6,4,49,WINPUT,0,WINPUT,0
DOWN,DOWN,UP,6,4,50,WINPUT,0,WINPUT,0
DOWN,DOWN,DOWN,6,4,51,WINPUT,0,WINCALL,1
DOWN,DOWN,UP,6,4,52,WINPUT,0,WINPUT,0
DOWN,DOWN,UP,6,4,53,WINCALL,1,WINPUT,0
UP,DOWN,DOWN,6,4,54,WINPUT,0,WINPUT,0
DOWN,DOWN,DOWN,6,4,55,WINPUT,0,WINPUT,0
DOWN,DOWN,UP,6,4,56,WINPUT,0,WINPUT,0
DOWN,DOWN,UP,6,4,57,WINPUT,0,WINPUT,0
DOWN,DOWN,UP,6,4,58,WINCALL,1,WINPUT,0
DOWN,DOWN,UP,6,4,59,WINPUT,0,WINCALL,1
UP,DOWN,DOWN,6,5,0,WINPUT,0,WINPUT,0
DOWN,DOWN,UP,6,5,1,WINCALL,1,WINPUT,0
DOWN,DOWN,DOWN,6,5,2,TIE,0,WINPUT,0
UP,DOWN,UP,6,5,3,WINPUT,0,WINCALL,1
UP,DOWN,DOWN,6,5,4,WINPUT,0,WINPUT,0
DOWN,DOWN,UP,6,5,5,WINPUT,0,WINPUT,0
UP,DOWN,UP,6,5,6,WINCALL,1,WINCALL,1
UP,DOWN,UP,6,5,7,WINPUT,0,WINPUT,0
DOWN,DOWN,UP,6,5,8,WINPUT,0,WINPUT,0
DOWN,DOWN,DOWN,6,5,9,WINCALL,1,WINPUT,0
DOWN,DOWN,DOWN,6,5,10,WINPUT,0,WINCALL,1
UP,DOWN,DOWN,6,5,11,WINPUT,0,WINCALL,1
DOWN,DOWN,DOWN,6,5,12,WINPUT,0,WINCALL,1
DOWN,DOWN,UP,6,5,13,WINCALL,1,WINCALL,1
UP,DOWN,DOWN,6,5,14,WINCALL,1,WINCALL,1
UP,DOWN,DOWN,6,5,15,WINCALL,1,WINCALL,1
UP,DOWN,DOWN,6,5,16,WINCALL,1,WINPUT,0
DOWN,DOWN,UP,6,5,17,WINPUT,0,WINPUT,0
DOWN,DOWN,UP,6,5,18,WINPUT,0,TIE,0
DOWN,DOWN,UP,6,5,19,WINPUT,0,WINCALL,1
DOWN,DOWN,UP,6,5,20,WINCALL,1,WINPUT,0
UP,DOWN,UP,6,5,21,WINPUT,0,WINPUT,0
DOWN,DOWN,UP,6,5,22,WINCALL,1,TIE,0
DOWN,DOWN,UP,6,5,23,WINCALL,1,WINPUT,0
UP,DOWN,DOWN,6,5,24,WINCALL,1,WINPUT,0
UP,DOWN,DOWN,6,5,25,WINCALL,1,WINCALL,1
UP,DOWN,DOWN,6,5,26,WINPUT,0,WINPUT,0
UP,DOWN,UP,6,5,27,WINPUT,0,WINPUT,0
DOWN,DOWN,UP,6,5,28,WINCALL,1,WINCALL,1
UP,DOWN,DOWN,6,5,29,WINCALL,1,WINPUT,0
UP,DOWN,DOWN,6,5,30,WINCALL,1,WINPUT,0
DOWN,DOWN,UP,6,5,31,WINPUT,0,WINPUT,0
DOWN,DOWN,UP,6,5,32,WINCALL,1,WINPUT,0
UP,DOWN,DOWN,6,5,33,WINPUT,0,WINPUT,0
UP,DOWN,DOWN,6,5,34,WINPUT,0,WINPUT,0
DOWN,DOWN,UP,6,5,35,WINPUT,0,WINPUT,0
UP,DOWN,UP,6,5,36,WINPUT,0,WINPUT,0
DOWN,DOWN,UP,6,5,37,WINPUT,0,WINPUT,0
DOWN,DOWN,DOWN,6,5,38,TIE,0,WINPUT,0
DOWN,DOWN,UP,6,5,39,WINPUT,0,WINPUT,0
DOWN,DOWN,UP,6,5,40,WINPUT,0,WINPUT,0
DOWN,DOWN,UP,6,5,41,WINPUT,0,WINPUT,0
DOWN,DOWN,DOWN,6,5,42,WINPUT,0,WINCALL,1
UP,DOWN,DOWN,6,5,43,WINPUT,0,WINPUT,0
DOWN,DOWN,UP,6,5,44,WINPUT,0,WINCALL,1
DOWN,DOWN,DOWN,6,5,45,WINCALL,1,WINCALL,1
UP,DOWN,DOWN,6,5,46,WINCALL,1,WINCALL,1
DOWN,DOWN,DOWN,6,5,47,WINPUT,0,WINCALL,1
UP,DOWN,DOWN,6,5,48,WINPUT,0,WINPUT,0
DOWN,DOWN,DOWN,6,5,49,WINCALL,1,WINCALL,1
UP,DOWN,DOWN,6,5,50,WINCALL,1,WINCALL,1
UP,DOWN,DOWN,6,5,51,WINPUT,0,WINPUT,0
DOWN,DOWN,UP,6,5,52,WINCALL,1,WINPUT,0
DOWN,DOWN,UP,6,5,53,WINCALL,1,WINPUT,0
UP,DOWN,DOWN,6,5,54,WINCALL,1,WINPUT,0
DOJI,DOWN,UP,6,5,55,WINCALL,1,WINCALL,1
DOWN,DOWN,UP,6,5,56,WINCALL,1,WINPUT,0
UP,DOWN,DOWN,6,5,57,WINPUT,0,WINPUT,0
DOWN,DOWN,UP,6,5,58,WINPUT,0,WINPUT,0
UP,DOWN,UP,6,5,59,WINPUT,0,WINPUT,0
DOWN,UP,UP,6,6,0,WINPUT,0,WINPUT,0
DOWN,UP,UP,6,6,1,WINPUT,0,WINPUT,0
DOWN,DOWN,DOWN,6,6,2,WINPUT,0,WINPUT,0
DOWN,DOWN,DOWN,6,6,3,WINPUT,0,WINPUT,0
DOWN,DOWN,DOWN,6,6,4,WINPUT,0,WINPUT,0
DOJI,DOWN,DOWN,6,6,5,WINCALL,1,WINPUT,0
DOWN,DOWN,DOWN,6,6,6,WINCALL,1,WINCALL,1
UP,DOWN,DOWN,6,6,7,WINPUT,0,WINPUT,0
DOJI,DOWN,DOWN,6,6,8,WINPUT,0,WINPUT,0
DOWN,DOWN,DOWN,6,6,9,WINPUT,0,WINPUT,0
UP,DOWN,UP,6,6,10,WINPUT,0,WINPUT,0
DOWN,UP,UP,6,6,11,WINPUT,0,WINPUT,0
DOWN,DOWN,DOWN,6,6,12,WINPUT,0,WINPUT,0
DOJI,DOWN,DOWN,6,6,13,WINPUT,0,WINPUT,0
DOWN,DOWN,DOWN,6,6,14,WINCALL,1,WINPUT,0
DOWN,DOWN,DOWN,6,6,15,WINCALL,1,WINPUT,0
UP,DOWN,DOWN,6,6,16,WINCALL,1,WINPUT,0
UP,DOWN,DOWN,6,6,17,WINCALL,1,WINPUT,0
UP,DOWN,DOWN,6,6,18,TIE,0,WINPUT,0
UP,DOWN,DOWN,6,6,19,WINPUT,0,WINPUT,0
DOWN,DOWN,DOWN,6,6,20,WINPUT,0,WINPUT,0
DOJI,DOWN,DOWN,6,6,21,WINPUT,0,WINPUT,0
UP,DOWN,DOWN,6,6,22,WINPUT,0,WINPUT,0
UP,DOWN,DOWN,6,6,23,WINPUT,0,WINPUT,0
DOWN,DOWN,DOWN,6,6,24,WINPUT,0,WINPUT,0
DOWN,DOWN,DOWN,6,6,25,WINPUT,0,WINPUT,0
DOWN,DOWN,DOWN,6,6,26,WINPUT,0,WINPUT,0
DOWN,DOWN,DOWN,6,6,27,WINCALL,1,TIE,0
UP,DOWN,DOWN,6,6,28,TIE,0,TIE,0
DOWN,DOWN,DOWN,6,6,29,WINPUT,0,WINPUT,0
DOJI,DOWN,DOWN,6,6,30,WINCALL,1,WINPUT,0
DOWN,DOWN,DOWN,6,6,31,WINCALL,1,WINCALL,1
UP,DOWN,DOWN,6,6,32,WINPUT,0,WINPUT,0
DOWN,DOWN,DOWN,6,6,33,WINPUT,0,WINPUT,0
DOWN,DOWN,DOWN,6,6,34,WINPUT,0,WINPUT,0
DOWN,DOWN,DOWN,6,6,35,WINPUT,0,WINPUT,0
DOWN,DOWN,DOWN,6,6,36,WINPUT,0,WINPUT,0
DOWN,DOWN,DOWN,6,6,37,WINPUT,0,WINPUT,0
DOWN,DOWN,DOWN,6,6,38,WINCALL,1,WINPUT,0
DOWN,DOWN,DOWN,6,6,39,WINPUT,0,WINPUT,0
DOWN,DOWN,DOWN,6,6,40,WINCALL,1,WINPUT,0
UP,DOWN,DOWN,6,6,41,WINCALL,1,WINPUT,0
UP,DOWN,DOWN,6,6,42,WINPUT,0,WINPUT,0
UP,DOWN,DOWN,6,6,43,WINPUT,0,WINPUT,0
DOWN,DOWN,DOWN,6,6,44,WINPUT,0,WINPUT,0
UP,DOWN,DOWN,6,6,45,WINPUT,0,WINPUT,0
DOJI,DOWN,DOWN,6,6,46,WINPUT,0,WINPUT,0
DOWN,DOWN,UP,6,6,47,WINPUT,0,WINPUT,0
DOWN,DOWN,DOWN,6,6,48,WINPUT,0,WINPUT,0
DOWN,DOWN,UP,6,6,49,WINCALL,1,WINCALL,1
UP,DOWN,DOWN,6,6,50,WINPUT,0,WINPUT,0
DOWN,DOWN,DOWN,6,6,51,WINPUT,0,WINPUT,0
UP,DOWN,DOWN,6,6,52,WINPUT,0,WINPUT,0
DOWN,DOWN,DOWN,6,6,53,WINPUT,0,WINPUT,0
DOWN,DOWN,DOWN,6,6,54,WINPUT,0,WINPUT,0
DOWN,DOWN,DOWN,6,6,55,WINPUT,0,WINPUT,0
DOWN,DOWN,DOWN,6,6,56,WINCALL,1,WINPUT,0
DOWN,DOWN,DOWN,6,6,57,WINCALL,1,WINCALL,1
UP,DOWN,DOWN,6,6,58,WINPUT,0,WINPUT,0
DOWN,DOWN,DOWN,6,6,59,WINCALL,1,WINCALL,1
UP,DOWN,DOWN,6,7,0,WINPUT,0,WINPUT,0
UP,DOWN,DOWN,6,7,1,WINPUT,0,WINPUT,0
UP,DOWN,UP,6,7,2,WINPUT,0,WINPUT,0
DOWN,DOWN,UP,6,7,3,WINPUT,0,WINPUT,0
DOWN,DOWN,UP,6,7,4,WINPUT,0,WINPUT,0
DOWN,DOWN,UP,6,7,5,WINPUT,0,WINPUT,0
DOWN,DOWN,DOWN,6,7,6,WINPUT,0,WINPUT,0
DOWN,DOWN,DOWN,6,7,7,WINCALL,1,WINPUT,0
DOWN,DOWN,DOWN,6,7,8,WINCALL,1,WINPUT,0
UP,DOWN,DOWN,6,7,9,WINCALL,1,WINPUT,0
DOWN,DOWN,DOWN,6,7,10,WINCALL,1,WINPUT,0
UP,DOWN,DOWN,6,7,11,WINCALL,1,WINPUT,0
UP,DOWN,DOWN,6,7,12,WINPUT,0,WINPUT,0
DOJI,DOWN,UP,6,7,13,WINPUT,0,WINPUT,0
DOJI,DOWN,UP,6,7,14,WINPUT,0,WINPUT,0
DOWN,DOWN,UP,6,7,15,WINPUT,0,WINPUT,0
UP,DOWN,DOWN,6,7,16,WINPUT,0,WINPUT,0
DOWN,DOWN,UP,6,7,17,WINPUT,0,WINPUT,0
DOWN,DOWN,UP,6,7,18,TIE,0,WINPUT,0
UP,DOWN,DOWN,6,7,19,WINPUT,0,WINPUT,0
DOWN,DOWN,DOWN,6,7,20,WINPUT,0,WINPUT,0
DOWN,DOWN,DOWN,6,7,21,WINPUT,0,WINPUT,0
UP,DOWN,DOWN,6,7,22,WINPUT,0,WINPUT,0
DOWN,DOWN,DOWN,6,7,23,WINCALL,1,WINPUT,0
DOWN,DOWN,DOWN,6,7,24,WINPUT,0,WINPUT,0
DOWN,DOWN,DOWN,6,7,25,WINCALL,1,WINPUT,0
DOWN,DOWN,DOWN,6,7,26,WINCALL,1,WINPUT,0
UP,DOWN,DOWN,6,7,27,WINPUT,0,WINPUT,0
UP,DOWN,DOWN,6,7,28,WINPUT,0,WINPUT,0
UP,DOWN,DOWN,6,7,29,WINPUT,0,WINPUT,0
DOWN,DOWN,DOWN,6,7,30,WINPUT,0,WINPUT,0
DOWN,DOWN,UP,6,7,31,WINPUT,0,WINPUT,0
DOWN,DOWN,DOWN,6,7,32,WINPUT,0,WINPUT,0
DOWN,DOWN,DOWN,6,7,33,WINCALL,1,WINCALL,1
DOWN,DOWN,DOWN,6,7,34,WINCALL,1,WINCALL,1
UP,DOWN,DOWN,6,7,35,WINCALL,1,WINCALL,1
DOWN,DOWN,DOWN,6,7,36,WINCALL,1,WINCALL,1
UP,DOWN,DOWN,6,7,37,WINCALL,1,WINCALL,1
UP,DOWN,DOWN,6,7,38,WINPUT,0,WINCALL,1
DOWN,DOWN,DOWN,6,7,39,TIE,0,WINCALL,1
DOJI,DOWN,DOWN,6,7,40,WINCALL,1,WINCALL,1
UP,DOWN,DOWN,6,7,41,WINPUT,0,WINCALL,1
UP,DOWN,DOWN,6,7,42,WINPUT,0,WINCALL,1
DOJI,DOWN,DOWN,6,7,43,WINPUT,0,WINCALL,1
DOWN,DOWN,DOWN,6,7,44,WINCALL,1,WINCALL,1
UP,DOWN,DOWN,6,7,45,WINCALL,1,WINCALL,1
DOWN,DOWN,DOWN,6,7,46,WINCALL,1,WINCALL,1
DOWN,DOWN,DOWN,6,7,47,WINCALL,1,WINCALL,1
UP,DOWN,DOWN,6,7,48,WINCALL,1,WINCALL,1
DOWN,DOWN,DOWN,6,7,49,WINCALL,1,WINCALL,1
UP,DOWN,DOWN,6,7,50,WINCALL,1,WINCALL,1
UP,DOWN,DOWN,6,7,51,WINCALL,1,WINCALL,1
DOJI,DOWN,UP,6,7,52,WINCALL,1,WINCALL,1
DOWN,DOWN,UP,6,7,53,WINCALL,1,WINPUT,0
DOWN,DOWN,UP,6,7,54,WINCALL,1,WINCALL,1
UP,DOWN,UP,6,7,55,WINCALL,1,WINPUT,0
UP,DOWN,UP,6,7,56,WINCALL,1,WINPUT,0
UP,DOWN,UP,6,7,57,WINPUT,0,WINPUT,0
UP,DOWN,UP,6,7,58,WINPUT,0,WINPUT,0
UP,UP,UP,6,7,59,WINPUT,0,WINPUT,0
DOWN,UP,UP,6,8,0,WINPUT,0,WINPUT,0
UP,DOWN,UP,6,8,1,WINPUT,0,WINPUT,0
DOWN,DOWN,UP,6,8,2,WINPUT,0,WINPUT,0
DOWN,DOWN,UP,6,8,3,WINPUT,0,WINCALL,1
DOWN,DOWN,DOWN,6,8,4,WINCALL,1,WINCALL,1
UP,DOWN,DOWN,6,8,5,WINCALL,1,WINCALL,1
UP,DOWN,DOWN,6,8,6,WINPUT,0,WINCALL,1
DOWN,DOWN,UP,6,8,7,WINPUT,0,WINCALL,1
DOWN,DOWN,UP,6,8,8,WINCALL,1,WINCALL,1
DOWN,DOWN,DOWN,6,8,9,WINCALL,1,WINCALL,1
DOWN,DOWN,DOWN,6,8,10,WINCALL,1,WINCALL,1
UP,DOWN,DOWN,6,8,11,WINCALL,1,WINPUT,0
UP,DOWN,DOWN,6,8,12,WINCALL,1,WINPUT,0
UP,DOWN,DOWN,6,8,13,WINCALL,1,WINPUT,0
UP,DOWN,DOWN,6,8,14,WINCALL,1,WINPUT,0
UP,DOWN,UP,6,8,15,WINCALL,1,WINPUT,0
UP,DOWN,UP,6,8,16,WINCALL,1,WINPUT,0
DOWN,DOWN,UP,6,8,17,WINCALL,1,WINPUT,0
UP,DOWN,UP,6,8,18,WINCALL,1,WINPUT,0
UP,DOWN,UP,6,8,19,WINCALL,1,WINPUT,0
UP,DOWN,UP,6,8,20,WINPUT,0,WINPUT,0
DOWN,DOWN,UP,6,8,21,WINPUT,0,WINPUT,0
DOWN,DOWN,UP,6,8,22,WINPUT,0,WINPUT,0
UP,DOWN,UP,6,8,23,WINPUT,0,WINPUT,0
DOWN,UP,UP,6,8,24,WINPUT,0,WINPUT,0
DOWN,UP,UP,6,8,25,WINPUT,0,WINPUT,0
DOWN,DOWN,UP,6,8,26,WINPUT,0,WINPUT,0
UP,DOWN,DOWN,6,8,27,WINPUT,0,WINPUT,0
UP,DOWN,DOWN,6,8,28,WINPUT,0,WINPUT,0
DOWN,DOWN,DOWN,6,8,29,WINPUT,0,WINPUT,0
DOWN,DOWN,DOWN,6,8,30,WINCALL,1,WINPUT,0
UP,DOWN,DOWN,6,8,31,WINCALL,1,WINPUT,0
DOWN,DOWN,DOWN,6,8,32,WINCALL,1,WINPUT,0
UP,DOWN,DOWN,6,8,33,WINCALL,1,WINPUT,0
UP,DOWN,DOWN,6,8,34,WINPUT,0,WINPUT,0
DOWN,DOWN,DOWN,6,8,35,WINPUT,0,WINPUT,0
UP,DOWN,DOWN,6,8,36,WINPUT,0,WINPUT,0
DOWN,DOWN,UP,6,8,37,WINPUT,0,WINPUT,0
DOWN,DOWN,DOWN,6,8,38,WINPUT,0,WINPUT,0
DOWN,DOWN,DOWN,6,8,39,WINPUT,0,WINPUT,0
UP,DOWN,DOWN,6,8,40,WINPUT,0,WINPUT,0
DOWN,DOWN,DOWN,6,8,41,WINPUT,0,WINPUT,0
DOWN,DOWN,DOWN,6,8,42,WINPUT,0,WINPUT,0
DOWN,DOWN,DOWN,6,8,43,WINPUT,0,WINCALL,1
DOWN,DOWN,DOWN,6,8,44,WINCALL,1,WINCALL,1
UP,DOWN,DOWN,6,8,45,WINPUT,0,WINPUT,0
DOWN,DOWN,DOWN,6,8,46,WINPUT,0,WINCALL,1
DOWN,DOWN,DOWN,6,8,47,TIE,0,WINCALL,1
DOWN,DOWN,DOWN,6,8,48,WINPUT,0,WINCALL,1
DOWN,DOWN,DOWN,6,8,49,WINPUT,0,TIE,0
UP,DOWN,DOWN,6,8,50,WINCALL,1,WINCALL,1
DOWN,DOWN,DOWN,6,8,51,WINPUT,0,WINCALL,1
UP,DOWN,DOWN,6,8,52,WINCALL,1,WINCALL,1
DOWN,DOWN,DOWN,6,8,53,WINCALL,1,WINPUT,0
DOWN,DOWN,DOWN,6,8,54,WINCALL,1,WINPUT,0
DOJI,DOWN,DOWN,6,8,55,WINCALL,1,WINCALL,1
UP,DOWN,DOWN,6,8,56,WINCALL,1,WINCALL,1
UP,DOWN,DOWN,6,8,57,WINCALL,1,WINCALL,1
DOWN,DOWN,DOWN,6,8,58,WINPUT,0,TIE,0
DOJI,DOWN,DOWN,6,8,59,WINPUT,0,WINPUT,0
DOWN,DOWN,DOWN,6,9,0,WINCALL,1,WINPUT,0
UP,DOWN,DOWN,6,9,1,WINCALL,1,WINPUT,0
UP,DOWN,DOWN,6,9,2,WINCALL,1,WINCALL,1
DOWN,DOWN,DOWN,6,9,3,WINPUT,0,WINCALL,1
DOWN,DOWN,DOWN,6,9,4,WINPUT,0,WINCALL,1
UP,DOWN,DOWN,6,9,5,WINPUT,0,WINCALL,1
UP,DOWN,UP,6,9,6,WINPUT,0,TIE,0
DOWN,DOWN,UP,6,9,7,WINCALL,1,WINPUT,0
DOWN,DOWN,UP,6,9,8,WINCALL,1,WINCALL,1
DOWN,DOWN,DOWN,6,9,9,WINPUT,0,WINCALL,1
